AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,BUILDTYPE,MZZONE,REG_FEE,COMMIS,SALES_PRICE,PARK_FACIL
3,2277,4,2,6,0,2,4,412626,226279,13310520,1
5,1692,1,1,4,2,2,4,437437,164039,13669910,1
2,1184,1,1,3,4,0,5,429680,166328,13860650,1
4,657,1,1,2,2,2,2,112960,72878,3643875,0
2,942,1,1,3,1,1,4,225230,93199,7766550,0
6,1535,2,1,4,4,0,4,440567,127907,14211850,1
2,966,1,1,3,0,0,5,436651,79391,13231850,1
4,1294,1,1,3,1,2,5,338948,155733,9160750,1
3,2042,3,2,5,0,2,3,485789,165879,11848520,1
0,1110,1,1,3,3,2,0,342442,94172,8561060,1
2,819,1,1,3,1,1,3,268353,138242,8131900,1
2,1132,1,1,3,3,0,5,411291,54839,13709700,0
0,900,1,1,3,1,2,4,313982,30385,10128440,1
3,2486,4,2,6,0,0,3,941567,470784,19615980,1
4,896,1,1,3,3,0,0,216496,74421,6765500,1
6,1749,2,1,4,0,0,3,569379,323161,15388610,1
2,1252,2,1,4,3,0,4,491781,223537,14902450,1
2,1234,2,1,4,4,0,5,345554,55289,13822150,0
3,2306,4,2,6,2,1,3,362217,203747,11319280,1
2,814,1,1,3,0,2,5,293401,115582,8890930,0
2,878,1,1,3,4,2,5,248653,138140,9209360,0
2,1053,1,1,3,2,0,5,383305,185044,13217400,0
5,1809,2,1,5,2,0,4,621070,280483,20034510,0
1,1871,2,1,5,3,2,5,447127,134138,14904220,0
2,802,1,1,3,0,0,3,311094,145826,9721700,1
2,1191,1,1,3,4,1,4,257245,69258,9894050,1
0,1025,1,1,3,1,2,5,325308,32531,10843610,0
3,1392,2,1,4,2,0,4,454595,196582,12286360,0
3,2499,4,2,6,3,2,3,535917,334948,13397920,1
4,1290,1,1,3,0,1,4,287117,165310,8700500,1
1,1760,1,1,4,2,0,4,752815,345888,20346350,1
2,1279,2,1,4,3,2,4,323259,127344,9795730,0
2,816,1,1,3,4,0,3,320259,150122,10008100,0
5,1904,2,1,5,1,0,3,604317,395932,20838520,0
3,1502,2,1,4,3,0,3,466735,126145,12614460,0
2,922,1,1,3,4,2,3,215866,103616,8634640,1
5,1781,1,1,4,1,0,4,800231,328300,20518750,0
0,645,1,1,2,3,0,1,307772,61554,8793480,1
2,1142,1,1,3,2,0,5,409834,102458,12807300,0
5,1674,1,1,4,0,1,3,301894,166562,10410130,0
0,781,1,1,2,1,0,3,435153,156209,11157780,0
0,1274,2,2,4,4,2,3,298722,130691,9335050,0
4,687,1,1,2,1,2,4,212891,100532,5913625,0
5,1886,2,1,5,3,2,4,469477,249410,14671170,0
5,1598,1,1,4,3,0,5,500603,140169,20024110,1
4,593,1,1,2,2,1,5,213650,51794,6474250,1
1,1815,2,1,5,4,0,5,534986,178329,19814280,0
4,1121,1,1,3,2,2,2,216418,64340,5849125,0
2,1182,1,1,3,2,2,5,272644,141371,10097940,0
1,1864,2,1,5,4,2,5,514704,141543,12867590,0
3,2125,3,2,5,0,0,4,582980,416414,16656560,0
2,955,1,1,3,1,1,5,263080,29231,9743700,0
6,1625,2,1,4,3,0,3,466444,274379,13718940,0
2,864,1,1,3,3,0,5,313916,175793,12556650,1
2,1183,1,1,3,3,2,3,334527,104540,10453960,1
4,938,1,1,3,3,1,1,181985,113126,4918500,0
4,1040,1,1,3,1,1,4,372425,114008,7600500,1
2,849,1,1,3,1,0,4,314566,58253,11650600,1
4,914,1,1,3,2,2,3,247456,113696,6688000,1
4,1156,1,1,3,1,1,4,447388,125269,8947750,1
2,830,1,1,3,2,0,4,358342,162883,10858850,1
3,1655,2,1,4,4,1,5,314995,127967,9843580,0
3,1693,2,1,4,2,1,4,481046,180392,10021800,1
2,1014,1,1,3,4,0,4,418933,117825,13091650,1
2,1148,1,1,3,3,1,3,237195,32717,8179150,0
3,2453,4,2,6,2,2,5,645265,164748,13729040,0
3,2167,3,2,5,1,2,5,486612,124772,12477240,0
4,1404,2,2,4,2,2,3,384153,82319,9146500,1
5,1545,1,1,4,1,2,5,559477,139869,13986920,0
6,1634,2,1,4,0,1,3,294404,155380,8177900,1
2,1268,2,1,4,4,1,5,362427,153757,10982650,1
3,1682,2,1,4,3,2,5,367175,208066,12239160,1
6,1787,2,1,4,1,2,3,347046,106042,9640180,0
4,1337,2,2,4,2,2,2,397656,182922,7953125,1
0,695,1,1,2,2,2,0,215229,6149,6149410,1
1,1930,2,1,5,4,1,5,457127,143669,13060780,0
2,1042,1,1,3,0,2,4,296269,158716,10581040,1
5,1613,1,1,4,4,0,3,438461,315692,17538420,0
4,1270,1,1,3,1,1,4,393954,196977,8953500,1
2,997,1,1,3,4,0,3,385798,144674,12056200,1
2,726,1,1,2,2,1,4,163297,37684,6280650,0
6,1853,3,2,5,1,2,3,340605,140249,10017780,0
6,1591,2,1,4,1,1,2,309092,158723,8353830,0
1,1980,2,1,5,2,2,4,515980,200659,14332790,0
3,2226,4,2,6,2,1,4,571850,116704,11670400,1
0,808,1,1,3,1,0,5,430167,143389,11949085,0
4,1376,2,2,4,1,1,5,356631,129684,8105250,0
5,1868,2,1,5,3,0,3,781305,340569,20033450,0
4,1311,1,1,3,2,1,3,261290,84919,6532250,0
0,805,1,1,3,1,2,2,321639,35738,8934405,1
2,706,1,1,2,3,2,5,195474,93828,7818970,0
4,1464,2,2,4,3,2,0,219546,87819,6272750,0
0,648,1,1,2,2,0,5,383846,82994,10374210,0
6,1917,3,2,5,4,1,5,354609,144060,11081520,1
0,1018,1,1,3,2,2,3,350106,128986,9213320,1
1,1694,1,1,4,4,0,3,659934,94276,18855250,1
2,1112,1,1,3,1,0,4,360819,200455,13363650,1
4,950,1,1,3,4,1,3,249941,153810,6408750,1
0,1282,2,2,4,3,1,5,393630,43737,10934170,1
6,1639,2,1,4,4,1,0,259623,119286,7016840,0
3,1501,2,1,4,2,2,5,491357,85453,10681680,1
2,765,1,1,2,4,1,3,166373,74581,5737000,0
1,1765,1,1,4,1,1,5,533085,232370,13668850,0
4,1518,2,2,4,1,2,0,296865,138537,6597000,1
3,2417,4,2,6,4,1,4,343084,217286,11436120,0
4,1070,1,1,3,0,1,0,242244,100935,5046750,1
5,1784,1,1,4,1,2,4,459406,207474,14819560,1
2,1188,1,1,3,1,2,3,274330,88178,9797510,0
4,1494,2,2,4,3,1,4,376648,131008,8188000,1
5,1810,2,1,5,3,0,5,715452,347505,20441490,0
4,738,1,1,2,1,1,2,305955,54392,6799000,1
3,1564,2,1,4,4,1,5,500968,100194,10019360,0
4,1211,1,1,3,1,0,0,348705,153090,8505000,0
6,1662,2,1,4,0,0,1,481836,147228,13384340,1
6,1530,2,1,4,4,0,2,401494,184470,10851180,0
0,909,1,1,3,0,1,3,274249,41553,8310590,1
0,690,1,1,2,1,2,1,232073,22459,7486235,1
2,780,1,1,2,3,1,5,232980,42360,7060000,0
2,1195,1,1,3,0,1,5,285894,81684,10210500,0
4,1428,2,2,4,2,0,5,448137,237249,13180500,1
0,746,1,1,2,2,2,1,249237,25563,6390690,1
0,921,1,1,3,3,2,2,222526,64604,7178250,0
0,607,1,1,2,4,1,1,204558,53831,5383105,0
0,712,1,1,2,0,1,4,237253,13956,6978025,0
3,2312,4,2,6,3,1,5,565641,100558,12569800,0
6,1809,3,2,5,3,2,5,439509,202850,11269470,0
5,1872,2,1,5,2,2,5,385396,88938,14822920,0
3,2286,4,2,6,1,2,5,616544,281466,13403120,0
4,1648,2,2,4,3,1,0,223188,95652,5314000,0
1,1522,1,1,4,2,2,4,451796,220106,11584500,0
2,919,1,1,3,0,0,4,352572,60788,12157650,0
5,1858,2,1,5,0,1,3,330086,228521,12695630,1
2,1082,1,1,3,2,0,4,336552,155332,12944300,1
4,1338,2,2,4,2,2,1,280621,96002,7384750,1
4,1559,2,2,4,3,1,1,183968,74737,5749000,0
4,860,1,1,2,2,2,4,248593,90949,6063250,0
6,1769,2,1,4,0,2,0,385067,192534,9626680,1
2,1197,1,1,3,4,1,4,231828,37092,9273100,0
6,1971,3,2,5,4,0,3,591269,186717,15559710,1
6,1966,3,2,5,0,1,2,386602,115980,9665040,1
3,2176,3,2,5,0,2,4,423070,235039,11751940,0
4,1519,2,2,4,3,2,0,244503,130781,5686125,0
3,1892,3,2,5,4,2,4,357328,172901,11526700,1
2,786,1,1,2,3,1,4,227726,96611,6900800,0
2,942,1,1,3,0,2,4,324193,167009,9824040,1
4,1344,2,2,4,0,1,2,376238,173069,7524750,1
4,943,1,1,3,3,2,2,220166,127838,7102125,1
2,1098,1,1,3,3,1,4,240345,62312,8901650,0
4,1190,1,1,3,2,1,2,253490,90997,6499750,0
6,1590,2,1,4,4,1,3,385489,115647,9637220,1
4,1040,1,1,3,3,0,2,296577,200907,9567000,1
3,1524,2,1,4,1,2,3,454969,197812,9890620,0
2,1132,1,1,3,0,1,3,217278,83569,8356850,1
1,1699,1,1,4,0,0,3,752593,366648,19297260,1
2,1204,2,1,4,3,2,3,333184,171640,10096480,1
0,1003,1,1,3,1,0,4,479836,27419,13709595,0
1,1610,1,1,4,0,1,4,445133,197837,12364800,1
6,1869,3,2,5,1,1,1,250314,145343,8074630,0
1,1676,1,1,4,4,0,5,669970,223323,20302130,1
0,929,1,1,3,1,1,5,313330,56969,9494835,1
4,1265,1,1,3,3,2,5,448531,206324,8970625,0
5,1585,1,1,4,0,0,4,684691,210674,17556170,0
2,729,1,1,2,3,0,5,305672,49302,9860400,0
5,1882,2,1,5,2,1,4,318133,85651,12235870,0
0,912,1,1,3,4,0,0,345959,93502,9350240,1
3,2147,3,2,5,3,0,5,790306,326431,17180560,0
2,898,1,1,3,0,0,5,335577,51627,12906800,1
6,1979,3,2,5,2,0,3,510899,191587,15965590,1
4,1398,2,2,4,3,1,4,245627,141422,7443250,0
4,942,1,1,3,0,1,1,229905,112005,5895000,1
4,1504,2,2,4,4,1,5,306852,149492,7868000,0
2,821,1,1,3,1,1,3,217694,148032,8707750,1
0,1045,1,1,3,2,0,2,339894,22660,11329800,0
2,1149,1,1,3,3,1,3,232917,58229,8318450,0
1,1666,1,1,4,4,2,3,416307,143105,13009590,1
4,1210,1,1,3,4,2,3,266664,99999,8333250,1
6,1523,2,1,4,4,2,1,306988,153494,8078620,1
2,891,1,1,3,4,0,5,277533,170790,10674350,0
5,1955,2,1,5,4,0,4,713685,111513,22302670,1
2,1191,1,1,3,1,2,4,300975,53746,10749120,0
3,1641,2,1,4,0,2,3,373430,172352,9575120,0
2,740,1,1,2,0,1,3,210714,97832,7525500,1
6,1588,2,1,4,0,0,0,364334,239094,11385450,0
4,1272,1,1,3,4,2,2,339480,82984,7544000,1
2,879,1,1,3,3,0,5,304435,109597,12177400,0
2,1228,2,1,4,0,2,4,271920,40284,10071110,0
4,946,1,1,3,1,0,3,348579,95067,7922250,0
4,867,1,1,2,0,0,1,269194,107678,7691250,1
6,1932,3,2,5,0,1,0,301611,54135,7733620,1
6,1617,2,1,4,3,0,4,416472,169192,13014740,0
3,2179,3,2,5,3,0,5,647002,258801,18485760,1
4,1040,1,1,3,4,1,0,204137,62129,4437750,1
4,950,1,1,3,3,0,0,362138,96570,8047500,1
4,1354,2,2,4,1,1,1,210381,123150,5131250,0
6,1739,2,1,4,4,0,0,363636,234604,11730190,0
0,935,1,1,3,2,0,5,420446,81753,11679050,0
4,1484,2,2,4,4,2,0,278421,88280,6790750,1
3,2182,3,2,5,2,2,4,541630,270815,11774560,0
1,1711,1,1,4,2,2,3,391812,138286,11523870,0
2,886,1,1,3,4,2,3,229575,34784,6956820,0
6,1760,2,1,4,1,0,4,498493,199397,16616430,1
2,1283,2,1,4,2,1,4,249776,76854,9606750,1
4,1155,1,1,3,4,1,4,306263,49002,6125250,0
4,752,1,1,2,0,1,2,197447,81302,5807250,1
3,1888,3,2,5,4,1,5,507651,129864,11805840,1
2,1211,2,1,4,2,0,3,384589,92832,13261700,0
4,1248,1,1,3,3,2,0,182728,131336,5710250,1
3,1892,3,2,5,3,0,5,780507,373286,16967540,1
0,1030,1,1,3,0,1,0,189529,45947,5743315,0
2,1254,2,1,4,2,2,4,272860,54572,9095330,0
3,1762,2,1,4,1,0,3,622716,326185,14826580,0
4,1622,2,2,4,2,0,3,446750,279219,11168750,0
2,951,1,1,3,2,0,5,337941,33794,11264700,0
1,1981,2,1,5,2,0,4,745098,310458,20697180,0
4,1628,2,2,4,3,1,1,228314,132182,6008250,0
2,797,1,1,2,3,1,5,200000,64286,7142850,0
4,1587,2,2,4,3,0,2,495792,247896,11268000,1
2,1081,1,1,3,2,0,3,282974,101871,11318950,0
1,1895,2,1,5,2,2,3,574339,272811,14358470,1
2,973,1,1,3,3,0,3,328693,97390,12173800,1
2,844,1,1,3,0,1,4,232986,93195,9319450,1
2,965,1,1,3,3,1,3,197940,85774,6598000,0
6,1742,2,1,4,2,2,0,341584,59777,8539610,0
3,1304,1,1,3,1,2,5,485099,161700,10779980,1
5,1510,1,1,4,4,1,5,426395,157093,11220930,0
5,1888,2,1,5,0,0,4,840592,399281,21014810,1
1,1540,1,1,4,4,0,5,746576,95715,19142980,1
4,1023,1,1,3,4,2,2,343588,87725,7310375,1
4,798,1,1,2,4,0,2,337793,82572,7506500,0
1,1624,1,1,4,3,1,4,353677,183388,13099130,1
3,1612,2,1,4,2,1,3,412788,111797,8599740,0
5,1723,1,1,4,1,2,4,533091,224460,14028720,1
2,950,1,1,3,4,0,4,379944,118733,11873250,1
5,1919,2,1,5,0,0,3,655886,184468,20496430,1
5,1528,1,1,4,0,2,5,454504,213049,14203260,1
4,1081,1,1,3,0,1,1,279192,112865,5940250,1
2,1002,1,1,3,4,2,4,317199,51161,10232240,1
2,937,1,1,3,2,1,5,280153,99409,9037200,0
3,2372,4,2,6,1,1,5,581744,235468,13851040,1
2,1237,2,1,4,2,0,3,413270,106650,13331300,0
2,1242,2,1,4,4,0,5,389115,194557,13896950,0
6,1700,2,1,4,1,1,0,278399,80589,7326290,1
3,2422,4,2,6,1,1,4,463717,175461,12532900,0
2,801,1,1,3,0,1,4,192018,59082,7385300,0
6,1503,2,1,4,0,0,2,333850,161541,10769370,0
1,1549,1,1,4,0,0,5,685681,148255,18531930,1
0,606,1,1,2,2,0,2,258160,120475,8605340,1
2,1277,2,1,4,0,1,4,324803,60901,10150100,1
2,791,1,1,2,3,0,3,276228,114301,9525100,0
5,1878,2,1,5,3,0,5,704977,165877,20734630,0
4,806,1,1,2,1,2,5,216323,173058,7210750,0
5,1543,1,1,4,4,0,5,706087,95417,19083430,1
3,1363,2,1,4,2,0,3,565740,113148,12572000,1
5,1584,1,1,4,4,2,3,279331,122905,11173220,0
1,1794,1,1,4,1,0,4,816678,293166,20940460,1
4,704,1,1,2,1,1,5,264689,146276,6965500,1
1,1531,1,1,4,1,2,4,306275,58899,11779810,0
2,1003,1,1,3,0,2,5,303121,107559,9778110,1
2,1010,1,1,3,0,1,5,263871,107503,9773000,1
1,1794,1,1,4,4,1,3,316341,177151,12653630,1
3,1756,2,1,4,3,2,5,361447,223247,10630800,0
0,1188,1,1,3,2,0,2,425899,28393,14196640,1
2,1164,1,1,3,0,0,4,424830,154484,12873650,0
5,1851,2,1,5,3,2,3,383564,164385,13698720,1
2,1176,1,1,3,0,2,4,315560,174102,10881370,1
3,1503,2,1,4,0,2,4,566388,260538,11327760,1
4,1621,2,2,4,4,2,2,435739,186745,8892625,1
4,883,1,1,2,3,2,0,222547,85984,5057875,0
2,1257,2,1,4,2,1,3,312904,66374,9481950,1
4,552,1,1,2,2,2,1,173259,54453,4950250,1
1,1803,2,1,5,4,2,3,454787,233890,12993900,1
4,721,1,1,2,0,0,0,238770,129065,6453250,1
6,1573,2,1,4,2,2,4,290530,59815,8545010,0
2,723,1,1,2,3,1,5,261770,130885,8725650,1
2,1148,1,1,3,2,2,5,313113,41748,10437110,0
3,1513,2,1,4,4,2,4,418322,171132,9507320,0
2,951,1,1,3,3,1,4,251610,31451,7862800,0
3,2449,4,2,6,4,2,3,543793,205433,12084280,0
5,1597,1,1,4,3,2,3,427361,75417,12569440,1
4,1058,1,1,3,4,0,1,301892,70208,7020750,0
4,1438,2,2,4,4,1,0,195165,162638,6505500,1
4,1616,2,2,4,3,1,0,291463,116585,5829250,0
0,632,1,1,2,0,0,5,410190,164076,11719720,1
2,953,1,1,3,1,1,4,290436,52807,8801100,0
3,1714,2,1,4,0,1,4,284110,75763,9470340,0
3,1334,2,1,4,4,0,4,472549,129951,11813720,0
1,1770,1,1,4,2,0,5,575501,377053,19844870,0
4,1098,1,1,3,0,1,1,310320,129300,6465000,1
2,1010,1,1,3,2,1,5,239391,147318,9207350,0
4,1195,1,1,3,3,0,4,356252,151137,10795500,0
0,624,1,1,2,4,1,2,161340,5378,5378000,0
2,1272,2,1,4,3,2,4,250754,30090,10030140,0
3,1324,1,1,3,2,1,5,402181,182810,9140480,0
3,2424,4,2,6,3,0,3,582700,469920,18796780,1
3,1438,2,1,4,0,0,4,430218,282331,13444320,1
0,701,1,1,2,3,0,5,364711,82354,11764865,1
2,1236,2,1,4,1,2,4,370937,168608,11240520,1
6,1744,2,1,4,2,2,0,253116,53691,7670180,1
2,1078,1,1,3,2,2,3,217690,66982,8372710,1
2,901,1,1,3,0,1,4,303722,113896,9491300,1
6,1669,2,1,4,4,0,2,484846,124675,13852750,1
0,1073,1,1,3,3,2,5,314725,123983,9537120,0
4,1273,1,1,3,2,0,5,485144,88208,11026000,0
0,1235,2,2,4,3,0,1,421062,39475,13158180,0
4,1400,2,2,4,1,2,1,309788,111524,6195750,0
1,1598,1,1,4,4,2,3,320613,68703,11450470,1
1,1819,2,1,5,3,1,5,495469,206445,13763020,0
0,902,1,1,3,2,0,5,436790,36399,12133045,0
0,795,1,1,2,1,2,4,338440,59725,9954125,1
3,1763,2,1,4,2,0,3,582511,168622,15329240,1
6,1848,3,2,5,4,0,2,491146,187791,14445470,0
2,1288,2,1,4,3,0,5,489197,126244,15780550,1
6,1615,2,1,4,3,1,4,386554,213622,10172480,1
2,1026,1,1,3,3,0,4,388783,180506,13885100,1
6,1598,2,1,4,2,0,0,458722,82335,11762090,1
6,1896,3,2,5,3,1,0,344677,93156,9315600,1
3,2276,4,2,6,1,2,4,528878,198329,13221960,0
3,2407,4,2,6,4,0,3,547192,427494,17099760,0
2,1083,1,1,3,4,2,5,271403,67851,9692960,0
2,728,1,1,2,2,1,5,190963,99301,7638500,1
5,1894,2,1,5,3,1,4,438931,130493,11863010,0
1,1595,1,1,4,2,1,3,315355,221917,11679830,1
2,1274,2,1,4,3,0,4,470395,242325,14254400,0
1,1760,1,1,4,2,1,4,320022,184628,12308520,0
0,969,1,1,3,0,0,2,401660,78101,11157225,1
6,1652,2,1,4,4,1,3,283919,160887,9463960,1
4,1211,1,1,3,4,2,4,262198,59931,7491375,0
2,958,1,1,3,2,0,5,321585,218678,12863400,1
2,818,1,1,3,2,1,3,216743,64220,8027500,1
0,958,1,1,3,2,0,0,437647,33665,11221720,1
2,1091,1,1,3,3,0,5,476603,148939,14893850,1
2,1066,1,1,3,4,1,4,248880,143585,9572300,1
3,2371,4,2,6,3,1,3,523170,156951,10463400,0
4,1451,2,2,4,0,0,2,366625,261875,10475000,1
1,1985,2,1,5,2,0,5,812872,109848,21969520,0
6,1853,3,2,5,1,0,4,595813,115852,16550350,1
6,1841,3,2,5,2,1,4,296135,197423,9871170,0
1,1767,1,1,4,3,0,3,711588,365960,20331090,1
2,1147,1,1,3,3,1,3,308619,46761,9352100,1
2,1232,2,1,4,3,1,4,214703,120233,8588100,0
2,1264,2,1,4,0,2,5,318228,92389,10265430,0
4,898,1,1,3,3,0,3,406404,236281,9451250,1
2,743,1,1,2,4,2,5,208277,56075,8010660,1
2,1064,1,1,3,4,2,4,308634,69692,9955930,1
2,980,1,1,3,4,2,5,251115,130580,10044600,1
1,1780,1,1,4,4,0,3,544860,330808,19459290,0
3,1665,2,1,4,0,2,5,361637,192873,12054580,1
6,1852,3,2,5,3,0,2,527284,175761,14646780,1
2,1231,2,1,4,0,0,3,402371,124874,13874850,0
3,1413,2,1,4,4,1,3,440655,152880,8992960,1
3,2443,4,2,6,3,0,3,696707,311685,18334400,0
2,1071,1,1,3,3,1,5,337361,81784,10223050,1
3,1614,2,1,4,2,2,4,359882,257059,10282340,0
3,1302,1,1,3,3,1,5,510764,156356,10423760,1
1,1923,2,1,5,3,1,4,308016,110886,12320640,0
2,805,1,1,3,3,2,3,221630,94984,7915350,1
1,1586,1,1,4,0,1,4,288129,128057,10671450,0
6,1883,3,2,5,2,0,1,464115,177456,13650440,0
3,1582,2,1,4,4,0,3,531638,197819,12363680,0
0,1109,1,1,3,0,1,4,389114,89796,9977280,1
4,968,1,1,3,1,2,2,302268,81864,6297250,0
4,1687,2,2,4,4,0,3,522170,133320,11110000,0
6,1754,2,1,4,0,1,2,241096,85093,7091060,0
1,1766,1,1,4,2,2,4,526460,78969,13161500,1
6,1656,2,1,4,0,0,1,538772,170139,14178210,1
2,805,1,1,3,2,0,3,238365,141254,8828350,0
4,726,1,1,2,3,0,3,249043,78645,6553750,0
4,1228,1,1,3,1,0,5,535717,174928,10933000,0
1,1995,2,1,5,2,0,3,595977,287713,20550920,0
4,931,1,1,3,4,0,4,404625,80925,8092500,0
2,737,1,1,2,2,2,3,166321,41580,5940040,0
6,1762,2,1,4,3,0,2,536849,193862,14912460,1
6,1726,2,1,4,4,0,2,448605,202596,14471130,1
5,1915,2,1,5,2,2,4,497975,165992,15090150,1
2,729,1,1,2,3,2,3,197975,134623,7918980,1
4,1653,2,2,4,4,0,3,359936,179968,11248000,0
2,1261,2,1,4,2,0,3,436282,75221,15044200,1
6,1744,2,1,4,0,1,4,385027,78980,9872490,0
0,791,1,1,2,0,1,3,264934,103030,7359275,0
3,2199,3,2,5,1,1,4,621684,164936,12687420,1
6,1915,3,2,5,0,1,0,230929,97970,6997850,0
2,857,1,1,3,2,1,3,201206,38694,7738700,1
1,1853,2,1,5,4,0,4,535931,278684,21437220,1
1,1701,1,1,4,0,1,4,365566,109670,12185540,0
2,963,1,1,3,4,0,5,370394,44896,11224050,0
1,1889,2,1,5,3,1,4,391259,91294,13041980,1
6,1544,2,1,4,1,1,1,220795,66239,7359840,1
2,916,1,1,3,3,0,5,375048,200026,12501600,1
4,1175,1,1,3,4,1,3,275930,75881,6898250,0
1,1966,2,1,5,1,1,4,584890,116978,14622250,1
3,2292,4,2,6,1,2,5,389902,116970,12996720,0
1,1781,1,1,4,4,1,5,320052,125735,11430420,0
4,1075,1,1,3,4,0,0,256420,98043,7541750,0
2,1056,1,1,3,2,1,3,233548,93419,9341900,1
2,948,1,1,3,0,2,3,244778,122389,8159260,0
2,1002,1,1,3,3,0,4,368486,115152,11515200,0
4,823,1,1,2,4,2,3,250414,57788,6420875,1
2,856,1,1,3,0,0,3,280041,154506,9656600,0
3,1432,2,1,4,3,1,5,446258,223129,8925160,0
0,742,1,1,2,0,2,1,223389,6038,6037545,1
3,1743,2,1,4,3,2,3,544131,108826,10882620,1
3,2311,4,2,6,0,2,4,600878,294047,12784640,0
4,1055,1,1,3,2,0,2,298220,169260,8060000,0
6,1641,2,1,4,4,0,5,500262,161375,16137480,1
4,690,1,1,2,2,0,1,264163,83759,6443000,1
2,756,1,1,2,0,2,5,249006,69722,9960220,1
6,1704,2,1,4,0,2,5,349006,218129,10906430,0
4,680,1,1,2,2,1,2,142968,64676,3404000,0
1,1734,1,1,4,0,2,5,494675,126840,12683980,0
0,1033,1,1,3,4,2,2,306183,8057,8057450,1
4,757,1,1,2,4,0,5,445643,136421,9094750,1
6,1912,3,2,5,1,2,1,360413,100115,10011470,1
2,845,1,1,3,2,2,3,215127,39114,6519000,0
2,1275,2,1,4,1,0,4,378235,154096,14008700,0
2,1173,1,1,3,4,1,5,258192,114752,9562650,1
3,1502,2,1,4,3,1,4,373034,214495,9325860,0
2,1187,1,1,3,4,0,4,419552,203009,13533950,1
1,1889,2,1,5,4,0,4,807579,352022,20707160,0
5,1853,2,1,5,4,1,4,421139,81888,11698300,0
0,603,1,1,2,0,1,2,202996,64104,5342000,0
3,2172,3,2,5,3,0,3,808102,343873,17193660,1
1,1507,1,1,4,4,0,4,449658,86473,17294550,0
4,692,1,1,2,3,0,3,223976,76992,6999250,0
6,1897,3,2,5,4,1,1,303148,87753,7977570,0
6,1607,2,1,4,3,2,3,341151,179104,8528780,0
3,1607,2,1,4,1,0,3,497343,142098,14209800,1
1,1853,2,1,5,2,2,3,351719,130266,13026640,0
2,1121,1,1,3,1,2,5,269218,43075,10768720,1
3,2279,4,2,6,0,2,4,434653,312407,13582900,1
0,729,1,1,2,3,2,3,212460,89096,6853550,0
0,794,1,1,2,4,0,3,377944,132791,10214695,0
2,800,1,1,2,3,0,5,297519,107107,11900750,1
2,1292,2,1,4,0,2,4,298969,92784,10309290,0
0,831,1,1,3,0,2,4,245012,68910,7656640,0
6,1850,3,2,5,4,0,5,566877,267692,15746590,1
4,1454,2,2,4,4,1,1,227351,134079,5829500,0
2,1053,1,1,3,3,0,4,399578,112381,12486800,0
0,1115,1,1,3,0,1,5,362429,48977,9795370,1
3,1498,2,1,4,1,2,3,424086,162416,9023100,0
2,992,1,1,3,1,1,5,344604,156638,10442550,1
4,520,1,1,2,4,1,2,151235,43210,4321000,1
0,833,1,1,3,4,0,4,338412,112804,11280410,0
2,1114,1,1,3,1,0,4,420107,230381,13551850,0
4,753,1,1,2,1,0,4,413541,167176,8798750,1
1,1705,1,1,4,0,1,3,401654,59067,11813340,1
0,934,1,1,3,3,0,1,373014,12033,12032720,1
4,1101,1,1,3,3,1,3,369828,61638,7704750,1
2,1104,1,1,3,2,0,5,431850,115160,14395000,1
2,1085,1,1,3,2,2,3,217920,139469,8716800,0
2,1015,1,1,3,1,0,4,326911,222300,13076450,1
4,1389,2,2,4,2,1,5,425460,150684,8863750,1
2,1179,1,1,3,4,2,5,278108,53482,10696480,0
2,855,1,1,3,4,2,4,280638,112255,9354600,1
0,897,1,1,3,0,2,5,325064,39402,9850425,0
1,1762,1,1,4,1,2,3,482661,67036,13407250,0
2,726,1,1,2,4,0,4,331843,31110,10370100,0
2,1285,2,1,4,0,0,5,479460,127856,15982000,1
2,940,1,1,3,4,0,4,318066,193112,11359500,0
1,1914,2,1,5,2,1,5,507483,231992,14499510,1
0,1285,2,2,4,1,0,0,406484,119554,11955405,0
2,707,1,1,2,4,1,5,178346,35669,7133850,0
2,939,1,1,3,3,0,5,311491,99677,12459650,1
5,1911,2,1,5,0,0,4,594167,339524,21220250,0
1,1697,1,1,4,2,2,4,361925,199683,12480160,0
2,740,1,1,2,3,1,4,243074,54017,9002750,1
5,1639,1,1,4,4,1,5,337157,192661,12041320,0
2,1210,2,1,4,0,1,5,299018,109640,9967250,0
4,1467,2,2,4,2,1,0,234920,80217,5729750,1
4,1412,2,2,4,0,0,5,513634,198450,11673500,0
2,1124,1,1,3,1,0,5,377887,78184,13030600,0
1,1996,2,1,5,3,0,4,577327,288663,20618810,0
4,1632,2,2,4,1,2,2,204825,129723,6827500,0
2,1021,1,1,3,3,2,5,280148,149412,9338270,0
4,1448,2,2,4,4,0,5,367568,232793,12252250,0
3,2450,4,2,6,2,1,4,442798,299188,11967520,0
2,941,1,1,3,1,1,4,296040,69076,9868000,1
3,1412,2,1,4,0,2,5,533907,138816,10678140,1
2,1153,1,1,3,3,0,5,424604,167268,12866800,0
5,1690,1,1,4,4,0,4,781044,370996,19526110,1
3,1307,1,1,3,4,2,3,315275,111273,9272780,1
6,1635,2,1,4,2,1,3,287115,143557,9570490,1
2,772,1,1,2,1,0,3,283700,172247,10132150,1
4,1438,2,2,4,4,0,4,607282,111542,12393500,1
5,1505,1,1,4,0,1,4,443455,177382,11086380,1
